Country,Date,Time,Year,Site,Cluster,Plot,Latitude,Longitude,Altitude,Accuracy,Photo,SlopeDn,SlopeUp,MajLform,LformDes,PosTopoSeq,ArtSurface,VegCovLT40,PlotFlood,PlotCultMgd,Trees,Shrubs,Graminoids,Forbs,VegOther,Broadleaf,Needleleaf,Evergreen,Deciduous,WdCovRate1,WdCovRate2,WdCovRate3,WdCovRate4,HerbCovRate1,HerbCovRate2,HerbCovRate3,HerbCovRate4,HerbHeight,HerbAnnual,VegStrataDescr,SameLanduse90,LandOwnership,UseFoodBeverage,UseForage,UseTimberFuelwood,UseOther,LandUseHistory,RockCover1,RockCover2,RockCover3,RockCover4,Erosion1,Erosion2,Erosion3,Erosion4,SoilConservation,SWCStructures,SWCDescr,AugDepth1,AugDepth2,AugDepth3,AugDepth4,ShSuPlDe1,ShSuPlDe2,ShSuPlDe3,ShSuPlDe4,TrSuPlDe1,TrSuPlDe2,TrSuPlDe3,TrSuPlDe4,VegStructure,VegStructureOtherDescr,ImpactTreeCutting,ImpactAgric,ImpactGrazing,ImpactFire,ImpactUrban,ImpactIndustry,ImpactErosion,ImpactAlienVeg,ImpactCollecting,ImpactOther,ImpactOtherDescr,Notes,KEY,notes1,notes2,dom_landuse,other_landuse,rangel_data
Eswatini,"Aug 12, 2020",4:19:00 AM,2020,Ludzeludze,14,11,-26.3193,31.3947,676,5,media/1597223991794.jpg,9,4,sloping,mountainous_highland,midslope,,no,no,no,no,no,yes,no,no,no,no,no,no,1,1,1,1,5,5,5,5,03to08,no,No tree found in this plot .grass covers the whole plot,yes,communal,no,yes,no,no,Virgin land,under5,under5,under5,under5,none,none,none,none,,0,none,20,15,20,12,0,0,0,0,0,0,0,0,grassland,,0,0,1,0,0,0,0,0,0,0,,,uuid:5bc01ddc-e9d6-48d5-91d5-70bba831cc11,CM=20,,other,,yes
Eswatini,"Jul 15, 2020",5:58:00 AM,2020,Ludzeludze,14,13,-26.324,31.4015,722.7,2,media/1594810763659.jpg,20,6,steep,high_gradient_hill,ridge_crest,,no,no,no,no,no,yes,yes,,yes,no,yes,yes,1,2,1,1,2,2,2,2,03to08,yes,Plot is dominated by grass averaging from 0.3-0.8 covering the entire plot.,yes,communal,no,yes,no,,Land is primarily used for grazing.,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,30,10,25,25,0,0,0,0,0,0,0,0,grassland,,0,0,2,0,0,0,1,0,0,,,,F55F5APQ24E46UITJK5HQHTR7,CM: 20-50 (35),,pasture_rangeland,,yes
Eswatini,"Aug 12, 2020",4:15:00 AM,2020,Ludzeludze,14,14,-26.3199,31.3946,686,5,media/1597223789448.jpg,5,2,sloping,low_gradient_mountain,midslope,,yes,no,no,yes,no,no,no,no,yes,no,yes,no,1,0,0,0,2,2,1,1,03to08,yes,"There's  a paw paw tree found in this plot.",no,communal,yes,no,no,no,Land has been tilled but no crop planted due to financial issues and unpredictable weather,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,1,struc,15,12,10,15,0,0,0,0,1,0,0,0,cropland,,0,1,1,0,0,0,1,0,0,0,,,uuid:0c6e71ce-e0a5-49ec-b158-3388553b6328,CM=20,,annual_crop,,no
Eswatini,"Aug 12, 2020",3:46:00 AM,2020,Ludzeludze,14,15,-26.3191,31.4001,705.7,8,media/1597222045990.jpg,9,4,sloping,mountainous_highland,midslope,,no,no,no,yes,no,no,no,no,yes,no,yes,yes,4,4,4,4,2,2,3,2,003to03,yes,There are tall trees that are scattered across the plot. leaf litter underneath the tree canopy,yes,communal,no,yes,no,no,Virgin land,under5,under5,under5,under5,rill,rill,rill,rill,,0,none,19,20,15,15,0,0,0,0,4,4,5,5,woodland,,2,0,1,0,0,0,1,1,0,0,,,uuid:35c5a0d8-2d45-407c-a324-132fa9a07cc1,CM=20,,other,,no
Eswatini,"Aug 12, 2020",3:53:00 AM,2020,Ludzeludze,14,2,-26.3181,31.3993,707.5,6,media/1597222439290.jpg,11,5,sloping,mountainous_highland,midslope,,no,no,no,yes,no,no,no,no,yes,no,yes,yes,5,5,5,5,3,3,3,3,003to03,yes,Gum trees have grown do tall that their crowns interlock,yes,communal,no,yes,yes,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,35,40,28,30,0,0,0,0,4,3,3,4,Forest,,0,0,1,0,0,0,1,1,0,0,,,uuid:c90f13b6-e164-4c2c-ab9e-df2a9788fd16,CM=20,,woodlot,,no
Eswatini,"Jul 15, 2020",5:22:00 AM,2020,Ludzeludze,14,3,-26.3221,31.3988,724,3,media/1594808656131.jpg,7,3,sloping,low_gradient_hill,midslope,,no,no,yes,no,no,yes,no,,no,no,no,no,0,0,0,0,4,3,3,3,03to08,yes,The plot has recently been harvested and maize stalks lie on the ground. It has grasses averaging 0.3-0.8m.,yes,communal,yes,yes,no,,This is a cropland where maize is cultivated. No intercropping and no crop rotation is practised. Inorganic fertilizer is used.,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,struc,35,40,40,40,0,0,0,0,0,0,0,0,cropland,,0,3,1,0,0,0,1,1,0,,,,WN8O7E1LX1QFBP2JKCGOWE5U1,CM:20-50 (40). Infiltration was measured on this plot.,,annual_crop,,no
Eswatini,"Aug 12, 2020",4:5:00 AM,2020,Ludzeludze,14,5,-26.3204,31.3993,717.2,5,media/1597223147074.jpg,8,3,sloping,low_gradient_mountain,midslope,,yes,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,2,2,3,2,03to08,yes,No trees and shrubs,yes,communal,no,yes,no,no,This land was used to grow groundnuts the previous season,under5,under5,under5,under5,sheet,sheet,sheet,none,,2,struc,60,75,65,60,0,0,0,0,0,0,0,0,cropland,,0,2,1,0,0,0,1,1,0,0,,,uuid:75f0f429-64d5-446d-9073-08ce7f2feec9,CM=50,,annual_crop,,no
Eswatini,"Jul 15, 2020",5:43:00 AM,2020,Ludzeludze,14,7,-26.3242,31.3998,708.2,2,media/1594809838695.jpg,18,3,sloping,medium_gradient_hill,footslope,,no,no,yes,no,no,no,no,,yes,no,no,no,1,1,1,1,1,1,1,1,03to30,yes,The plot is dominated by banana plantation with few grasses.,yes,communal,yes,yes,no,,"It's has been a virgin land before 2 years ago banana plantation cultivated.",under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,20,19,20,20,0,0,0,0,0,0,0,0,cropland,,1,2,0,0,0,0,1,0,0,,,,H2DWDQEOAPSMQW56064TRMVSL,CM:0-20(20),,perennial_crop,,no
Eswatini,"Jul 15, 2020",6:19:00 AM,2020,Ludzeludze,14,8,-26.3242,31.403,727.2,1,media/1594812045990.jpg,14,5,sloping,medium_gradient_hill,midslope,,no,no,no,no,no,yes,yes,,yes,no,no,no,1,2,3,0,5,5,5,5,03to08,yes,The plot is dominated by grasses averaging 0.3-0.8m,no,communal,no,yes,no,,This plot was once a cultivated field but it was later abandoned. Now it has overgrown grasses and has transformed into grassland.,under5,under5,under5,under5,sheet,rill,rill,sheet,,1,struc,30,30,30,35,0,0,0,0,0,0,0,0,grassland,,0,0,1,0,0,0,1,0,0,,,,JHZFH32TFS8NQYAN1VCWVUUL1,CM: 20-50 (36),,pasture_rangeland,,yes
Eswatini,"Jul 7, 2020",5:59:00 AM,2020,Ludzeludze,15,1,-26.3015,31.3949,635.1,5,media/1594119599020.jpg,14,7,sloping,mountainous_highland,midslope,,no,no,no,no,yes,no,no,no,yes,no,no,yes,2,3,3,4,4,4,4,4,03to08,yes,Guava shrubs dominate this plot.,yes,communal,no,yes,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,45,35,36,38,6,6,5,5,0,0,0,0,shrubland,,0,0,1,0,0,0,1,0,0,0,,,uuid:af0e7b47-0525-473d-9c4e-0325152eee4b,Cm=35,,other,,no
Eswatini,"Aug 11, 2020",3:6:00 AM,2020,Ludzeludze,15,10,-26.3042,31.3891,624,5,media/1597133204787.jpg,12,2,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,3,3,3,3,2,2,2,3,03to08,yes,This plot is characterized of a mixture of trees and shrubs dotted all over.,yes,communal,yes,yes,no,,This is a virgin land,under5,under5,under5,under5,rill,rill,rill,sheet,,0,none,20,18,19,20,3,2,0,3,1,2,1,0,wooded_grassland,,1,0,1,0,0,2,2,0,0,,,,GQ4EN7RYMVG8AN6XFT81IOVEQ,CM:0-20(20),,pasture_rangeland,,no
Eswatini,"Jul 7, 2020",5:20:00 AM,2020,Ludzeludze,15,11,-26.3017,31.3942,641.4,5,media/1594117261217.jpg,9,3,sloping,mountainous_highland,midslope,,no,no,no,yes,yes,no,no,no,yes,no,no,yes,4,4,4,4,4,4,4,4,03to08,yes,"Vegetation has grown thick,with a grass layer underneath",yes,communal,no,yes,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,50,45,38,48,5,4,5,4,2,4,4,3,bushland,,0,0,1,0,1,0,2,1,0,0,,,uuid:573cb678-5b34-44e8-8642-ee59e2f0d5ba,CM=40,,other,,no
Eswatini,"Aug 11, 2020",4:30:00 AM,2020,Ludzeludze,15,12,-26.3086,31.3928,655,5,media/1597138314502.jpg,10,1,sloping,medium_gradient_escarpment,ridge_crest,,no,no,no,no,yes,yes,yes,,yes,yes,yes,yes,5,5,5,5,4,4,4,4,03to08,yes,This is a mixture of shrubs and shrublets mostly dominated with shrublets.,yes,communal,yes,yes,no,,This is virgin land,under5,under5,under5,under5,none,none,none,none,,1,none,18,14,25,25,2,3,3,2,0,0,0,0,shrubland,,0,0,1,0,0,0,0,1,0,,,,9SGK8NRMO5S6MWF4611N30DJ9,CM:0-20(15),,pasture_rangeland,,no
Eswatini,"Jul 7, 2020",5:41:00 AM,2020,Ludzeludze,15,14,-26.3035,31.393,647.2,5,media/1594118532337.jpg,8,5,sloping,mountainous_highland,midslope,,no,no,no,no,yes,no,no,no,yes,no,no,yes,4,4,4,4,4,4,4,4,03to08,yes,Guava shrubs bare found all over the plot,yes,communal,no,yes,no,no,Virgin land,5-40,5-40,under5,under5,sheet,sheet,sheet,sheet,,0,none,34,40,35,42,4,3,4,4,0,0,0,0,shrubland,,0,0,2,0,0,0,1,0,1,0,,,uuid:760d4310-5778-470a-907a-d2219f04f761,CM=38,,other,,no
Eswatini,"Aug 11, 2020",3:33:00 AM,2020,Ludzeludze,15,2,-26.3044,31.392,636.9,5,media/1597134879540.jpg,12,2,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,no,yes,4,4,4,4,4,4,4,4,03to30,yes,"These plot consists of low lying grass,few shrubs and trees",yes,communal,yes,yes,no,,This is a virgin land,under5,under5,under5,under5,rill,rill,sheet,rill,,0,none,20,15,15,20,1,5,0,2,2,4,4,1,wooded_grassland,,2,0,2,0,1,0,1,1,0,,,,IY87YKME8F0OKWCUISWI5225J,"CM:0-20(20) the is a pathway cutting across subplot 1,2,4 making it a rill erosion.",,pasture_rangeland,,no
Eswatini,"Jul 7, 2020",5:25:00 AM,2020,Ludzeludze,15,6,-26.3017,31.3939,638.1,5,media/1594117626473.jpg,12,6,sloping,mountainous_highland,midslope,,no,no,no,yes,yes,no,no,no,yes,no,no,yes,4,4,4,4,4,3,3,4,003to03,yes,Tree s and shrubs are found in close proximity.,yes,communal,no,yes,no,no,Virgin land,under5,under5,under5,under5,sheet,rill,sheet,sheet,,0,none,50,45,48,50,3,3,4,4,3,1,2,2,bushland,,0,0,1,0,0,0,2,0,0,0,,,uuid:e15d43de-7ec7-4dd3-a924-fe2e1c5d7138,CM=36,,other,,no
Eswatini,"Aug 11, 2020",4:11:00 AM,2020,Ludzeludze,15,7,-26.308,31.3927,639.8,5,media/1597136914751.jpg,11,6,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,4,4,3,3,1,1,1,1,03to08,yes,The plot is covered by grasses of 0.3-0.8m height. The are also shrubs and trees in some parts of the plot  together with a few herbs.,yes,communal,yes,yes,yes,,This is a virgin land solely used for grazing and firewood collection.,under5,under5,under5,under5,none,sheet,none,sheet,,3,struc veg,20,19,10,19,0,3,1,4,0,0,2,0,wooded_grassland,,2,0,1,0,0,0,1,1,2,,,,MG05Y3WX0ET4HF4J5XVTRU66W,CM: 0-20(18),,pasture_rangeland,,no
Eswatini,"Aug 11, 2020",3:4:00 AM,2020,Ludzeludze,15,8,-26.304,31.3886,640.9,4,media/1597133076948.jpg,16,4,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,5,5,5,5,5,5,5,5,03to30,yes,"This plot is a bushland covered with guava trees, umcozi, and ncithamuzi.",yes,communal,no,yes,no,,Virgin land,under5,5-40,5-40,5-40,sheet,sheet,sheet,sheet,,0,none,20,19,20,18,3,2,0,3,3,3,2,0,bushland,,0,0,1,0,0,0,1,1,0,,,,KYP0C1N1SB137O6NMFYFS1N0V,CM:0-20(20),,pasture_rangeland,,no
Eswatini,"Jul 7, 2020",5:54:00 AM,2020,Ludzeludze,15,9,-26.3023,31.3954,654.5,5,media/1594119274245.jpg,10,7,sloping,mountainous_highland,midslope,,no,no,no,yes,yes,no,no,no,yes,no,yes,yes,4,4,4,4,5,5,5,5,003to03,yes,Trees  are scattered all over the plot. Grass layer is found underneath,yes,communal,no,yes,no,no,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,28,35,39,35,5,4,2,5,3,5,3,1,bushland,,0,0,2,0,0,0,1,1,0,0,,,uuid:b3a87084-828f-465e-ab26-99339f93ce3d,CM=30,,other,,no
Eswatini,"Jul 29, 2020",4:24:00 AM,2020,Ludzeludze,16,10,-26.2815,31.4009,582.9,5,media/1596014672022.jpg,9,6,sloping,mountainous_highland,midslope,,no,yes,no,no,yes,no,no,no,yes,no,no,no,0,0,3,3,0,0,2,2,003to03,yes,This plot consists of few shrubs that are in subplot 4.,yes,communal,yes,yes,no,no,The plot found in a river stream used by the community and livestock.,under5,under5,under5,under5,none,none,sheet,sheet,,0,none,63,64,70,68,0,0,2,1,0,0,0,0,freshwater_aquatic,,0,0,1,0,0,0,0,0,0,0,,,uuid:4279c815-a24e-4168-beca-7f89d7ff0567,CM=50,,other,Freshwater aquatic.,no
Eswatini,"Aug 10, 2020",6:12:00 AM,2020,Ludzeludze,16,11,-26.2829,31.3952,608.3,5,media/1597057992696.jpg,8,2,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,no,yes,4,4,4,4,2,3,2,2,03to08,yes,These plot consists of mainly trees with low lying grasses averaging 0.3-0.8.,yes,communal,yes,yes,no,,This is a virgin land,under5,under5,under5,under5,sheet,rill,sheet,sheet,,0,none,20,18,20,20,2,3,0,0,3,2,2,3,bushland,,0,0,1,0,1,0,1,1,0,,,,8NKX17X0J10GVE6HUT33U5GO8,CM-0-20(20)the is a pathway crossing subplot 2 thus making erosion visible.,,pasture_rangeland,,no
Eswatini,"Jul 29, 2020",4:18:00 AM,2020,Ludzeludze,16,13,-26.2815,31.4002,591.4,5,media/1596014345690.jpg,6,4,sloping,mountainous_highland,midslope,,yes,yes,no,no,yes,no,no,no,yes,no,no,no,0,0,0,3,0,0,0,3,003to03,yes,Plot consist of mearnsii shrubs in subplot 4.,yes,communal,yes,yes,no,no,Plot found in a river stream used by the community and livestock.,under5,under5,under5,under5,none,none,none,sheet,,0,none,85,82,78,77,0,0,0,5,0,0,0,0,freshwater_aquatic,,0,0,0,0,0,0,0,0,0,0,,,uuid:b3d2b31c-02bc-486f-a6cc-a22f676830ae,CM=80,,other,Freshwater aquatic.,no
Eswatini,"Jul 29, 2020",4:13:00 AM,2020,Ludzeludze,16,14,-26.2819,31.3995,588.5,5,media/1596014068460.jpg,10,6,sloping,mountainous_highland,midslope,,no,yes,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,003to03,yes,No tress and shrubs.,yes,communal,yes,yes,no,no,Plot isbfound in a river stream used by the community and livestock.,under5,under5,under5,under5,sheet,none,none,sheet,,0,none,83,80,79,85,0,0,0,0,0,0,0,0,freshwater_aquatic,,0,0,1,0,0,0,0,0,0,0,,,uuid:53214d01-ad06-4297-a6e8-eff1fc59a3fa,CM=80,,other,Freshwater aquatic.,no
Eswatini,"Aug 10, 2020",6:8:00 AM,2020,Ludzeludze,16,3,-26.2826,31.3941,637.6,5,media/1597057711065.jpg,7,3,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,no,yes,4,5,4,4,4,4,4,4,03to08,yes,This plot consists of mainly trees and shrubs.,yes,communal,no,no,no,,This is a virgin land.,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,20,20,18,15,0,3,2,0,4,5,3,4,bushland,,0,0,1,0,0,0,1,1,0,,,,RS32UYAI669NZ26WYYW9AHV9Y,CM:0-20(20),,pasture_rangeland,,no
Eswatini,"Jul 29, 2020",4:26:00 AM,2020,Ludzeludze,16,4,-26.2819,31.4014,583.4,6,media/1596014828523.jpg,8,4,sloping,mountainous_highland,midslope,,no,yes,no,no,no,no,yes,no,no,no,no,no,0,0,0,0,0,0,0,0,003to03,yes,No tress and shrubs.,yes,communal,yes,no,no,no,Plot found in a huge river stream used by the community for livestock.,under5,under5,under5,under5,none,none,none,none,,0,none,60,65,75,70,0,0,0,0,0,0,0,0,freshwater_aquatic,,0,0,1,0,0,0,0,0,0,0,,,uuid:4c7348a0-0206-4fc9-a511-95f4e6c86622,CM=50,,other,Freshwater aquatic.,no
Eswatini,"Jul 29, 2020",4:42:00 AM,2020,Ludzeludze,16,7,-26.2828,31.4011,596.7,6,media/1596015777723.jpg,8,4,sloping,mountainous_highland,midslope,,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,5,5,5,5,003to03,yes,No tress and shrubs.,yes,communal,no,yes,no,no,This is a rangeland.,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,72,70,69,73,0,0,0,0,0,0,0,0,grassland,,0,1,3,0,0,0,1,0,0,0,,,uuid:1689580a-d3b2-4758-9cc1-ecc4febd1b2d,CM=50,,pasture_rangeland,,yes
Eswatini,"Aug 10, 2020",6:17:00 AM,2020,Ludzeludze,16,8,-26.2839,31.3953,586.3,4,media/1597058282370.jpg,12,6,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,no,yes,4,5,4,4,4,4,4,4,03to08,yes,"These plot mainly consists of trees, shrubs and low lying grasses covering the whole plot.",yes,communal,no,yes,no,,This is a virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,20,20,18,20,3,5,2,2,4,4,3,3,wooded_grassland,,2,0,1,0,0,0,1,1,1,,,,7PES5V3LL7V4JORQZBKT2SIS8,CM:0-20(20),,pasture_rangeland,,no
Eswatini,"Jul 20, 2020",4:35:00 AM,2020,Ludzeludze,2,1,-26.3229,31.3312,812.5,5,media/1595237749089.jpg,12,6,sloping,mountainous_highland,midslope,,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,5,5,5,5,03to08,yes,No trees and shrubs.,yes,communal,no,yes,no,no,This is a rangeland.,under5,under5,under5,under5,none,none,none,none,,0,none,40,50,58,55,0,0,0,0,0,0,0,0,grassland,,0,0,2,0,0,0,0,0,0,0,,,uuid:a0db53d1-4620-4102-9a51-0f140ead3508,Cm=50,,pasture_rangeland,,yes
Eswatini,"Jul 20, 2020",4:12:00 AM,2020,Ludzeludze,2,12,-26.3252,31.3326,825.3,5,media/1595236391598.jpg,12,8,sloping,mountainous_highland,midslope,,no,no,no,no,no,yes,no,no,no,no,no,no,0,0,0,0,5,5,5,5,03to30,yes,No shrubs and trees.,yes,communal,no,yes,no,no,This is a rangeland,under5,under5,under5,under5,none,none,none,none,,0,none,55,45,50,45,0,0,0,0,0,0,0,0,grassland,,0,0,3,0,0,0,0,0,0,0,,,uuid:512baaac-2d28-4d42-88f8-87bcce873000,Cm=50,,pasture_rangeland,,yes
Eswatini,"Aug 3, 2020",5:5:00 AM,2020,Ludzeludze,2,2,-26.3237,31.33,799.3,5,media/1596449186942.jpg,15,1,sloping,medium_gradient_hill,midslope,,no,no,no,no,no,yes,yes,,no,no,no,yes,1,1,1,1,4,5,5,5,03to08,yes,"Plot is covered by grass averaging from, 0.3-0.8m,no trees nor shrubs",yes,communal,no,yes,no,,Virgin land,under5,under5,under5,under5,rill,rill,sheet,sheet,,0,none,25,25,45,35,0,0,0,0,0,0,0,0,grassland,,0,0,1,0,0,0,1,0,0,,,,MKLP2ONGLBVUUH7SZ6RLHRXW9,Cm:20-50(25),,pasture_rangeland,,yes
Eswatini,"Jul 20, 2020",4:22:00 AM,2020,Ludzeludze,2,3,-26.3268,31.3337,843.5,5,media/1595236949967.jpg,12,8,sloping,mountainous_highland,midslope,,no,no,no,no,no,no,no,no,no,no,no,no,5,5,5,5,5,5,5,5,03to08,yes,No trees and shrubs.,yes,communal,no,yes,no,no,Virgin land,under5,under5,under5,under5,none,none,none,none,,0,none,65,73,55,70,0,0,0,0,0,0,0,0,grassland,,0,0,2,0,0,0,0,0,0,0,,,uuid:dcb02b4e-ff6d-4183-8827-783157850136,Cm=80,,pasture_rangeland,,yes
Eswatini,"Aug 3, 2020",5:55:00 AM,2020,Ludzeludze,2,4,-26.3259,31.3283,795.3,3,media/1596452142704.jpg,20,6,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,4,4,4,4,3,3,3,3,03to08,yes,This plot is characterized of a mixture of trees and shrubs dotted all over the plot grasses averaging 0.3-0.8m,yes,communal,yes,yes,no,,Virgin land,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,35,50,35,50,2,1,1,0,0,2,0,0,wooded_grassland,,0,0,1,0,0,0,1,1,1,,,,T8NUZ03079TPXFAUTZFBKI6IP,CM: 20-50(35),,pasture_rangeland,,no
Eswatini,"Jul 20, 2020",3:52:00 AM,2020,Ludzeludze,2,5,-26.3237,31.3333,833.4,6,media/1595235159442.jpg,8,4,sloping,mountainous_highland,midslope,,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,5,5,5,5,003to03,yes,No shrubs and trees.,yes,communal,no,yes,no,no,Land is used as grassland for livestock.,under5,under5,under5,under5,none,none,none,none,,0,none,57,49,52,58,0,0,0,0,0,0,0,0,grassland,,0,0,3,0,0,0,0,0,0,0,,,uuid:749ceaff-42c3-49e9-bb0e-d623d314ab1a,Cm=50,,pasture_rangeland,,yes
Eswatini,"Aug 3, 2020",5:27:00 AM,2020,Ludzeludze,2,7,-26.326,31.3296,807.4,4,media/1596450517700.jpg,12,2,sloping,medium_gradient_hill,midslope,,no,no,no,yes,yes,yes,yes,,yes,yes,yes,yes,1,1,1,1,5,5,4,5,03to30,yes,This plot is a wooded grassland. There are trees of umtfolo covering some parts of the plot.,yes,communal,no,yes,yes,,This land is covered with grass and trees of umtfolo. Firewood is often collected.,under5,under5,under5,under5,sheet,sheet,sheet,sheet,,0,none,50,50,50,50,1,1,0,1,1,4,3,1,wooded_grassland,,1,0,1,0,0,0,0,0,2,,,,6D33DHIIHIVWHZC8YRWHJNJ1Y,Cm: 0-50(50). Rangeland was done on this plot.,,pasture_rangeland,,no
Eswatini,"Jul 20, 2020",4:0:00 AM,2020,Ludzeludze,2,8,-26.3232,31.3336,829.5,6,media/1595235667120.jpg,14,8,sloping,mountainous_highland,midslope,,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,5,5,5,5,03to08,yes,No shrubs and trees,yes,communal,no,yes,no,no,This is land that is use for livestock grazing.,under5,under5,under5,under5,none,none,none,none,,0,none,58,62,65,57,0,0,0,0,0,0,0,0,grassland,,0,0,3,0,0,0,0,0,0,0,,,uuid:cc9fe18b-2246-404c-85de-5fd1d9f686a6,Cm=80,,pasture_rangeland,,yes
Eswatini,"Jul 30, 2020",4:58:00 AM,2020,Ludzeludze,3,1,-26.3026,31.3338,837,5,media/1596103178503.jpg,16,25,sloping,medium_gradient_hill,midslope,,no,no,no,no,no,yes,yes,,no,no,no,no,1,1,0,0,4,5,5,3,03to08,yes,The plot is dominated by grasses with height averaging at 0.3-0.8m.,yes,communal,no,yes,no,,This is a virgin land primarily used for grazing. There has been no other use other than grazing.,5-40,5-40,over40,over40,sheet,sheet,sheet,rill,,0,none,20,20,20,15,0,0,0,0,0,0,0,0,grassland,,0,0,1,0,1,0,1,0,0,,,,2R4RNXC0TDMIUU3PXHTF5G4NF,CM: 0-20 (20),,pasture_rangeland,,yes
Eswatini,"Jul 30, 2020",3:50:00 AM,2020,Ludzeludze,3,10,-26.3036,31.336,836.5,5,media/1596099064457.jpg,13,4,sloping,medium_gradient_hill,midslope,,no,no,yes,no,no,yes,yes,,yes,no,no,yes,2,1,2,2,3,3,3,3,03to30,yes,The plot has recently been harvested and so has fallen maize stalks as well as shorter stalks protruding out of the ground. It also has herbaceous alien plant as well as alien lantana camara plant grawing .on the continuous,yes,communal,yes,yes,no,,"Cultivation for 30years. Maize . no fallowing practices. No rotation practices. Organic fertilizer, sometimes inorganic fertilizer at the sametime. Intercropping practiced.",under5,under5,under5,under5,sheet,sheet,sheet,sheet,,2,struc veg,20,50,45,50,0,0,0,0,0,0,0,0,cropland,,0,3,2,0,0,0,1,1,0,,,,O07YTQ4643QPYHUZJZIEB5BQK,CM: 20-50,,annual_crop,,no
Eswatini,"Jul 15, 2020",5:25:00 AM,2020,Ludzeludze,3,13,-26.3027,31.327,759.5,7,media/1594808771506.jpg,8,4,steep,mountainous_highland,midslope,,no,yes,no,no,no,no,no,no,no,no,no,no,0,0,0,0,5,5,5,5,003to03,yes,Tall grasses dominant this plot.,yes,communal,yes,yes,no,no,A stream cuts across this plot used by animals for water.,under5,under5,under5,under5,none,none,none,none,,0,none,65,65,69,60,0,0,0,0,0,0,0,0,freshwater_aquatic,,0,0,2,0,0,0,1,0,0,0,0,,uuid:46580616-d296-4597-adb1-0ac3b2a6fc40,CM=80,,other,Freshwater aguuatic,no
Eswatini,"Jul 15, 2020",5:54:00 AM,2020,Ludzeludze,3,14,-26.3049,31.3281,788.1,6,media/1594810480292.jpg,8,4,sloping,mountainous_highland,midslope,,no,no,no,no,no,yes,no,no,no,no,no,no,0,0,0,0,5,5,5,5,003to03,yes,Grasses of average 15cm height,yes,communal,no,yes,no,no,Rangeland,under5,under5,under5,under5,none,none,none,none,,0,none,15,12,13,18,0,0,0,0,0,0,0,0,grassland,,0,0,2,0,0,0,0,0,0,0,0,,uuid:30450881-52f8-415b-8958-d0c8a4c72a47,CM=20,,pasture_rangeland,,yes
Eswatini,"Jul 15, 2020",5:11:00 AM,2020,Ludzeludze,3,15,-26.3032,31.327,785.6,6,media/1594807912036.jpg,8,4,sloping,mountainous_highland,midslope,,no,no,no,yes,no,no,no,no,yes,no,no,yes,5,5,5,5,5,5,5,5,003to03,yes,Tall(acacia mearnsii)Plot. They are scattered all over. Their crowns interlock. Theres a grass layer underneath.,yes,communal,no,yes,yes,no,"Plot is found within a acacia meansiii cluster,that have grown naturally.",under5,under5,under5,under5,none,none,none,none,,0,none,28,20,26,23,0,0,0,0,5,7,8,5,Forest,,1,0,2,0,0,0,0,0,0,0,0,,uuid:e0b32caa-6ae3-43cd-a067-e5a8d5d4b5b6,CM=42,,other,Acacia mearnsii,no
